issue_year,issue_month,ordinal,hazard,crop_names,phase,body,source_file
2023,11,3,폭염,상추,사후대책,"○ 정전 등으로 가온시설을 가동할 수 없을 때는 숯, 알콜 등을 연소시켜 보온 유지
○ 보온피복 강화
○ 살균제 및 요소 엽면 살포로 생육 촉진
○ 피해가 심하면 다른 작물로 대체
<채소류의 생육 및 장애온도>
-1～-2
10℃이하 : 순멎이 현상 발생
15℃이하 및 40℃이상 : 발아율저하
35℃이상 : 낙화, 낙과발생
35℃이상 : 낙화, 낙과발생
-10
-6
-5
-5
-5
유묘기 10℃이하 약 1주경과 : 추대발생
육묘기 5℃이하 약 1주경과 : 추대발생
-5℃이하 : 꽃눈동해",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,4,동해,,사전대책,"○ 과원조성 시 재배지역의 겨울철 최저기온 등 기후를 감안하여 내한성 품종 및 저온에 강한 대목을 선택하고, 주위보다 지형이 낮아 찬 공기가 머무르기 쉬운 곳은 피함
○ 적절한 비배관리를 통하여 월동 전에 충분한 저장양분이 축적되도록 하여 수체를 튼튼하게 유지함
○ 적정 착과량을 유지하고, 적기에 수확하여 저장양분 함량이 낮아지지 않도록 하며, 병·해충, 약해 등에 의한 조기낙엽을 방지하여 탄수화물 축적이 충분히 이루어지도록 관리
○ 생육기에 과도하게 영양생장하지 않도록 관리하고, 배수가 불량한 과원의 나무는 동해를 더 받기 쉬움으로 배수관리 필요
○ 겨울 가뭄이 심할 경우 동해 발생이 증가하므로, 결빙 전까지 관수 실시
○ 복토 및 지면과 가까운 줄기부위를 피복하여 월동에 대비
· 싸매주기 : 지상에서 80～100cm 부위까지 짚으로 싸매줌
· 흙덮기 : 지제부에서 30～40cm 높이로 흙을 북돋아 줌
· 백도제, 수성페인트 발라주기 : 지상에서 1m 부위까지 도포
○ 적설로 인한 붕괴예방을 위해 과수 방조망은 걷어둠",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,5,동해,,사후대책,"○ 동해 발생 정도에 따라 전정시기를 늦춤
- 동해 피해 정도를 육안으로 바로 확인이 어려울 때는 꽃눈의 피해 추이를 지켜보며 전정시기를 늦추고 강전정은 피함
* (例示)  전정시기 : 2월 중·하순 (보통 때) → 3월 상순 (언 피해 시)
○ 동해발생 부위에 따라 과수 회복작업 추진
- 동해 발생 과수는 꽃눈 피해정도에 따라 전정(가지 손질) 추진
* 꽃눈 50% 이상 언 피해 : 평년대비 열매가지를 2배 이상 남김
* 꽃눈 50% 이하 언 피해 : 평년대비 열매가지를 20% 더 남김
○ 동해 발생 상태에 따라 적정 시비 추진
* (例示) 꽃눈이 동사하여 열매가 달리지 않는 나무는 질소비료 30∼50% 감량
○ 꽃눈 피해가 많을 경우 인공 꽃가루받이 실시와 열매솎기를 적게 함
○ 피해를 입은 나무는 웃자란 가지를 활용하여 수관 형성
○ 지면 근처 원줄기의 피해가 발생했을 때는 수피(樹皮) 상태를 관찰하고 수피 안쪽이 갈변, 흑변하면 수피가 들뜨지 않게 탄력성이 높은 고무밴드 등을 이용해 피해 부위는 즉시 묶어줌
- 원줄기의 균열 확대를 방지하고 상처 부위가 쉽게 아물도록 하기위한 방법으로 고무밴드는 새가지가 생장하기 시작하는 5월 상․중순경에 풀어줌
○ 동해에 의해 약화된 나무의 원줄기 또는 굵은 가지 하단부에는 나무좀이 가해할 수 있으므로 침투이행성이 높은 유기인계 살충제(농약사용지침참조)를 희석해 굵은 줄기의 껍질에 살포
<사과나무 동해 피해후 관리>
-35
-30
-20
-14
-17
-20
-28
-20
-25
-25
-27
-27
-17
-8
-7
-10
-9
○ 생육단계별 저온장애와 관리 작업
-
-
-
-
-
흙넣기, 답압, 피복, 배수구 설치(월동전)
-
-
-
-
-17
-
-17
-
-15
-
-13
-4～-6
웃거름, 흙넣기, 김매기배수구 정비
-3～-5
-2～-4
-
○ 맥종별 동사온도(℃)
󰠏󰠏󰠏󰠏󰠏󰠏󰠏  생육재생기 󰠏󰠏󰠏󰠏󰠏󰠏
-17
-17
-15～-17
-5～-15
-4
-14
-14
-12～-14
-4～-12
-3
-12
-12
-10～-12
-3～-10
-2
○ 주로 가을감자의 수확기 무렵이나 노지 월동재배 감자에서 발생할 수 있으며, 피해를 받은 잎줄기는 눈이 녹은 후 맑은 날이 계속되면 고사됨
○ 가을감자는 파종 또는 정식시기가 늦어질 경우 생육후기에 서리피해 또는 대설피해를 받을 수 있으며, 노지 월동재배 감자는 월동기간 중에 피해를 받을 수 있음",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,6,대설,감자,사전대책,"○ 가을감자는 적기 파종하거나 파종기를 앞당겨 파종
○ 가을재배에서 대설 피해가 우려되면 피해 발생 전에 수확
○ 서리피해가 우려되는 경우에는 톱밥, 왕겨 등을 태워 포장의 온도를 높여줌(연소법)
○ 노지 월동재배 감자는 강설이 예상되기 전에 막 덮기를 하여 직접적인 피해 예방",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,7,동해,감자,사후대책,"○ 가을재배에서 대설 피해가 발생하면 눈이 녹는 대로 수확하고 수확한 감자는 통풍이 잘 되는 곳에서 건조시켜 부패 예방
○ 대설/한파시 버섯재배사 지붕 붕괴/상수도관 파열",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,8,대설,감자,사전대책,"○ 쌓인 눈의 신속 처리를 위한 제설 장비 준비
○ 노후화 및 붕괴가 우려되는 재배사는 버팀기둥 등으로 보강",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,9,대설,감자,사후대책,"○ 재배사 지붕에 쌓인 눈을 수시로 쓸어내림
○ 파손 피해상황은 해당기관에 신속 신고하고 응급 복구
○ 폭설에 의한 축 사 파손
○ 보온을 위한 축사 밀폐로 인한 유해가스 피해",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,10,대설,감자,사전대책,"○ 전기시설(누전, 합선, 감전 등) 및 노후화 시설 점검
○ 보온 기자재 및 유류 보유량 사전 정비․점검 실시
○ 사료시설(사료빈, 급이장치, 사료통 등) 및 사료 보유량 점검
○ 충분한 양의 톱밥, 왕겨 등 바닥 보온재 확보",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,11,대설,감자,사후대책,"○ 대설, 폭풍 등으로 파손된 축사시설 긴급 복구
○ 축사 주위에 쌓인 눈 신속한 제설작업 실시
○ 기온이 내려갈 때 사료 10% 늘여 급여
○ 축사내 적정 온도 및 환기 실시로 쾌적한 환경 조성
○ 동계사료작물은 폭설이 잦은 경우 보온효과로 월동성 향상
- 초지 및 사료작물에 있어서 폭설은 큰 악영향을 주지 않음",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,12,대설,,사전대책,"○ 폭설 후 해동시 습해가 우려되는 포장 배수로 정비
○ 월동 전 웃자람이 없도록 적기파종 권장",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,11,13,대설,,사후대책,"○ 월동 후 지역별(남부지역 2월말, 중부지역 3월초) 적기추비 권장
【참고자료】월동작물 동해온도
-17
-17
-15～17
-5～15
-4
-
-14
-14
-12～14
-4～12
-3
-
-12
-12
-10～12
-3～10
-2
-
-26
-26
-24
-20～24
-20
-
-17
-17
-17
-15
-8
-
-15～28
-15～28
-15～28
-8～22
-5～15
-
-13～14
-13～14
-6～14
-5～6
-5～6
-
-5～6
-5～6
-5～6
-5～6
-5～6
-
-7～8
-7～8
-7～8
-7～8
-7～8
-7～8
-8～9
-8～9
-8～9
-8～9
-8～9
-8～9
-25～30
-25～30
-30～35
-15～20
-1.7～2.5
-1.1
-20～25
-20～25
-25～30
-15～20
-1.7～2.8
-1.1
-15～20
-15～20
-20～25
-10～15
-1.1～1.7
-1.1
-20～25
-20～25
-20～25
-15～20
-0.6
-1.1
-15～20
-15～20
-14～16
-9～14
-3～9
-20～25
-20～25
-18～20
-14～18
-7～14
(주) ◦ 사과, 배, 복숭아 : 화아피해 온도, 포도 : 눈 피해온도
※ 남부해안 및 제주의 극조파 보리(3월 -4～5℃)
※ 조파보리 주간의 유수동사(-5℃)",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제11호).txt
2023,12,1,강풍,보리,발생전,"○ 기상청 예보 및 특보상황을 수시로 청취
육상에서 풍속 14㎧ 이상 또는 순간풍속 20㎧이상이 예상될 때.
(산지는 풍속 17㎧이상 또는 순간풍속 25㎧이상이 예상될 때)
육상에서 풍속 21㎧ 이상 또는 순간풍속 26㎧ 이상이 예상될 때.
(산지는 풍속 24㎧ 이상 또는 순간풍속 30㎧ 이상이 예상될 때)
○ 강한 바람으로 하우스 비닐이 날리거나 찢어지지 않도록 고정끈을 튼튼하게 보강하고, 고정끈이 설치되지 않은 시설은 반드시 고정끈 설치
○ (과수원) 강풍 상습발생지역 및 태풍 내습시 방풍망 시설 사전 설치로 과수 가지 부러짐 및 낙과·파엽 방지
- 방풍망 설치 위치가 평지가 아닌 경사지이거나 돌풍이 부는 지역인 경우에는 방풍망 시설에 인발력(방풍망 시설을 들어 올리는 힘)이 작용하게 되므로 기초를 보강
- 방풍망 시설의 주기둥 파이프가 φ48.1~φ60.5 원형파이프인 경우 반드시 지지파이프로 주기둥을 보강하여 구조 안전성을 확보
<방풍망 시설의 풍속저감 효과>
(해안형·격자형·제주형 등)
* 임의의 유입풍속에서 방풍네트가 조밀할수록, 방풍높이가 클수록 풍속저감 효과는 증가
사진 찍은 날짜: 2013년 03월 15일 오후 12:43  그림입니다.
사진 찍은 날짜: 2012년 10월 17일 오후 3:07  그림입니다.
사진 찍은 날짜: 2012년 10월 17일 오후 3:06
<방풍망 시설의 강풍·태풍 피해 모습(골조 파이프 꺾임 및 기초 들림)>
○ (인삼시설) 철재인삼재배시설의 경우 나선기초 설치(보강), 양측면부 코드사 보강 및 부재 결속부 이음 강화 필요
- 강풍 피해가 우려될 경우 풍하중을 받을 수 있는 개량울타리(차광망) 및 양측면부 차광망을 즉시 걷어 올림
- 철재인삼재배시설 A, A-1형의 안전풍속은 18.6~27.1㎧ 수준(기초가 적정한 경우)
* 목재인삼재배시설은 철재보다 취약(기초 미설치, 부재강도 및 결속부 취약이 원인)
<태풍 ‘곤파스’에서 살아남은 철재인삼재배시설>
◇ 2010년 태풍 ‘곤파스’ 내습시 충남 서산 일원 철재인삼재배시설이 시설피해를  입지 않음(앞 뒤쪽 두 개의 고랑만 일부 인삼시설 들림 피해)
☞ 시설 미피해 원인 : 나선형 말뚝기초 설치로 적정 기초인발력 확보
(그러나 목재인삼재배시설은 기초 미설치와 목재 결속력 취약으로 모두 전파됨)",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제12호).txt
2023,12,2,강풍,,발생시,"○ 바람이 강하게 불 때는 비닐하우스 출입문과 환기창을 닫고 환풍기 가동으로 골조와 비닐을 밀착시켜 바람피해 예방
○ 작물이 정식되어 있지 않은 시설하우스의 경우 피해우려시 비닐찢기로 골조보호",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제12호).txt
2023,12,3,강풍,"고추,방울토마토,상추,오이",종료후,"○ 비닐이 찢어진 부분은 빨리 보수하여 저온이나 바람피해를 받지 않도록 주의
○ 하우스에 육묘중이거나 재배중인 고추ㆍ오이ㆍ토마토 등 과채류와 절화류는 밤온도를 12℃이상, 상추 등 엽채류는 8℃이상 유지
○ 부직포, 커튼, 터널 등 보온덮개를 보강하여 피해발생시 보온력 증대
대설 대비 농업시설·작물별 관리요령
○ 쌓인 눈에 의한 시설하우스 골조 파손 및 붕괴
- 설계 적설심 이상의 적설량, 구조취약으로 적설피해 발생
○ 녹은 눈 유입에 의한 작물 습해, 피복 비닐 찢어짐으로 작물 저온장해
【사전대책】(대설 예보 등)
<일반사항(시설하우스 공통)>
▸ 시설 구분 및 설계 적설심 확인
○ 시설하우스가 기존규격시설, 내재해형 규격시설, 비규격시설인지 확인하고 기존규격시설과 내재해형 규격시설의 경우 안전적설심을 확인
- 기존 규격시설 : 재해복구지원을 위해 표준설계도로 운영되었던 시설(‘07. 4월부터 표준규격에서 제외)
* 농가지도형 단동하우스 13종 및 농가보급형 자동화하우스 1-2W형 5종
- 내재해형 규격시설 : 내재해 설계기준에 적합하게 설계된 시설규격으로 농촌진흥청장에게 등록한 것을 말함
∙ 비닐하우스 : 46종(연동 12(과수 포함), 단동 19, 대형단동 7, 광폭 8)
∙ 간이버섯재배사 : 2종, ∙ 인삼재배시설 : 24종(철재 5, 목재 15, 해가림 4종)
∙ 민간전문업체 개발 규격시설 : 71종(단동 31, 연동 37, 광폭 3)
◆ 세부설계도 열람(원예특작시설 내재해형 규격설계도․시방서)
∙ 농촌진흥청 농사로 누리집(www.nongsaro.go.kr) → 농업기술 → 농업자재 → 내재해형 등록시설 설계 → 자료 열람 및 다운로드
- 비규격시설 : 기존규격시설과 내재해형 규격시설에 포함되지 않으며 구조안전성(설계 적설심)이 검증되지 않은 시설
▸ 지역별 설계기준 강도 확인
(지역별 설계기준 적설심, 30년 빈도)
-
-
거제, 고성, 김해, 남해, 마산, 밀양, 사천, 양산, 울산, 의령, 진주, 진해, 창녕, 창원, 통영, 하동, 함안, 울주, 경산, 경주, 대구, 영천, 의성, 청도, 포항
고흥, 광양, 보성,여수, 완도
-
안동, 고령, 군위, 합천, 청송, 칠곡
-
-
가평, 고양, 구리, 군포, 과천, 광명, 광주, 남양주, 부천, 김포, 성남, 시흥, 수원, 안산, 안양, 양평, 양주, 의정부, 의왕, 오산, 연천, 용인, 하남, 화성, 파주, 강화
부산, 구미, 성주, 산청, 봉화
-
-
서울, 안성, 인천, 옹진, 여주, 평택
금산, 단양, 부여, 보령, 아산, 예산, 홍성, 청양, 천안, 충주, 제천
-
-
-
화순, 남원, 무주, 신안, 영암
서산, 세종, 영동, 괴산, 진천
-
-
-
-
-
-
-
-
-
-
-
속초, 대관령, 강릉, 동해, 삼척, 태백, 평창, 고성, 정선, 양양
-
담양, 김제, 영광, 임실, 장성, 부안, 정읍, 고창, 함평
-
-
▸ 하우스 밴드(끈)를 팽팽하게 당겨두기
○ 하우스 밴드(끈)가 느슨해져 있으면 지붕면의 외피복 비닐이 아래로 처져 눈이 미끄러져 내려오지 않게 되므로 팽팽하게 당겨둠
▸ 하우스 외피복 비닐 찢기와 천창 개방
○ 폭설예보가 있을 경우 작물을 재배하지 않는 하우스는 피복재를 사전에 제거해 눈 피해 방지(적설량 등을 고려하여 작업)
○ 연동 곡부에 눈이 쌓이지 않도록 천창개폐기를 완전 개방해 놓음
* 지붕에 많은 눈이 쌓인 상태에서는 개폐기가 열리지 않을 수 있으므로 눈이 내리기 전에 개폐기 점검 및 개방
* 천창개방 시 내부커튼과 이중비닐도 한쪽에 완전히 걷어두어야 함
○ 하우스에 눈이 쌓여 붕괴가 우려될 때에는 즉시 피복재를 찢음(작업 중 안전에 유의)
* 하우스가 변형되면서 붕괴될 조짐이 있는 경우 하우스에 절대 접근해서는 안 됨
○ 찢어진 비닐은 즉시 보수하거나 교체하여 시설 내 기온이 떨어지지 않도록 조치
▸ 보온덮개․차광망을 걷어 두거나 비닐 덧씌우기
○ 섬피 등 보온덮개는 눈이 미끄러져 내리는 걸 방해하므로 걷어둠
* 보온덮개에 눈이 녹을 경우 물기를 머금게 되어 폭설에 매우 취약해짐",2023_월간회보_2023년 농작물 재해예방 관리기술 정보(제12호).txt
